No;id;time;Y;D;X1;X2;eff;error;mu;alpha;xi;F1;L1;F2;L2
151;106;1;8.987993266;0;-0.004373414;0.975039105;0;0.703523903;5;-0.362968101;1.131337213;0.253318514;-1.574238464;0.005764186;-1.016605087
152;106;2;-0.255061027;0;-0.098801695;-0.960080404;0;-0.105671334;5;-0.362968101;-1.460640071;-0.028546755;-1.574238464;0.385280401;-1.016605087
153;106;3;3.728249475;0;1.565636296;-0.800006933;0;-1.258648628;5;-0.362968101;0.739947511;-0.042870457;-1.574238464;-0.370660032;-1.016605087
154;106;4;3.815316859;0;-0.340049515;-0.421873989;0;1.684435708;5;-0.362968101;1.909103569;1.368602284;-1.574238464;0.644376549;-1.016605087
155;106;5;9.519765222;0;0.962998716;1.290890448;0;0.911391292;5;-0.362968101;-1.443893161;-0.225770986;-1.574238464;-0.220486562;-1.016605087
156;106;6;-1.803889574;0;-1.788790126;-0.955589456;0;0.237430272;5;-0.362968101;0.701784335;1.516470604;-1.574238464;0.331781964;-1.016605087
157;106;7;10.2839057;0;2.397659432;0.323416377;0;1.21810861;5;-0.362968101;-0.262197489;-1.548752804;-1.574238464;1.096839013;-1.016605087
158;106;8;-8.291880425;0;0.085243779;-2.913502829;0;-1.338774287;5;-0.362968101;-1.572144159;0.58461375;-1.574238464;0.435181491;-1.016605087
159;106;9;5.666047649;0;-0.48632783;0.744274448;0;0.660820298;5;-0.362968101;-1.514667654;0.123854244;-1.574238464;-0.325931586;-1.016605087
160;106;10;-1.636510884;0;0.248609458;-0.963292166;0;-0.522912376;5;-0.362968101;-1.601536174;0.215941569;-1.574238464;1.148807618;-1.016605087
161;106;11;4.827396983;0;0.762186901;0.294327778;0;0.683745522;5;-0.362968101;-0.530906522;0.379639483;-1.574238464;0.993503856;-1.016605087
162;106;12;8.167463633;0;-0.903232768;1.907656093;0;-0.060821955;5;-0.362968101;-1.461755585;-0.502323453;-1.574238464;0.54839696;-1.016605087
163;106;13;8.320495968;0;2.159703162;-0.026322854;0;0.632960713;5;-0.362968101;0.687916773;-0.333207384;-1.574238464;0.238731735;-1.016605087
164;106;14;16.49291806;0;0.903544571;1.758300658;0;1.335517615;5;-0.362968101;2.100108941;-1.018575383;-1.574238464;-0.627906076;-1.016605087
165;106;15;6.630868965;0;1.697679585;0.423963031;0;0.00729009;5;-0.362968101;-1.287030476;-1.071791226;-1.574238464;1.360652449;-1.016605087
166;106;16;9.130031575;0;0.416567939;0.712911255;0;1.017558637;5;-0.362968101;0.787738847;0.303528641;-1.574238464;-0.600259587;-1.016605087
167;106;17;-4.325210441;0;-0.7858695;-1.609246041;0;-1.188434035;5;-0.362968101;0.769042241;0.448209779;-1.574238464;2.187332993;-1.016605087
168;106;18;1.736448922;0;-1.906977747;0.345765894;0;-0.72160444;5;-0.362968101;0.332202579;0.053004227;-1.574238464;1.532610626;-1.016605087
169;106;19;6.421544759;0;-1.182368698;1.222765065;0;1.519217711;5;-0.362968101;-1.008376608;0.922267468;-1.574238464;-0.235700359;-1.016605087
170;106;20;6.12501039;0;-0.525063971;1.312988185;0;0.377387973;5;-0.362968101;-0.119452607;2.050084686;-1.574238464;-1.0264209;-1.016605087
171;106;21;4.263452269;0;1.627383763;-0.387849437;0.53467494;-2.05222282;5;-0.362968101;-0.280395335;-0.491031166;-1.574238464;-0.710406564;-1.016605087
172;106;22;13.03433117;0;-0.355444244;2.059919419;2.491146204;-1.364037452;5;-0.362968101;0.562989533;-2.309168876;-1.574238464;0.256883709;-1.016605087
173;106;23;2.085931667;0;1.25124986;-0.632215423;2.505818156;-0.200781016;5;-0.362968101;-0.372438756;1.005738524;-1.574238464;-0.246691878;-1.016605087
174;106;24;14.20864421;0;2.221976083;1.345706247;3.674492208;0.865779404;5;-0.362968101;0.976973387;-0.709200763;-1.574238464;-0.347542599;-1.016605087
175;106;25;8.40291892;0;-0.175678988;0.789173406;3.930239318;-0.101883256;5;-0.362968101;-0.374580858;-0.688008616;-1.574238464;-0.951618567;-1.016605087
176;106;26;3.725676243;0;0.285366343;-0.434967484;5.565885203;0.624187472;5;-0.362968101;1.052711466;1.02557137;-1.574238464;-0.045027725;-1.016605087
177;106;27;9.637714013;0;-0.325650221;1.390088489;6.975143356;0.959005378;5;-0.362968101;-1.049177007;-0.284773007;-1.574238464;-0.784904469;-1.016605087
178;106;28;16.53384999;0;1.313593739;2.184995244;7.270891155;1.671054829;5;-0.362968101;-1.260155245;-1.220717712;-1.574238464;-1.667941937;-1.016605087
179;106;29;11.21359174;0;1.281783742;0.632198041;8.617287661;0.056016733;5;-0.362968101;3.241039935;0.18130348;-1.574238464;-0.38022652;-1.016605087
180;106;30;6.471116385;0;1.05785082;0.653560554;8.89930588;-0.051981906;5;-0.362968101;-0.416857588;-0.138891362;-1.574238464;0.918996609;-1.016605087
181;107;1;7.705412824;0;-0.074018009;1.153617007;0;-1.753237359;5;-0.076745855;1.131337213;0.253318514;0.097360267;0.005764186;-1.290268212
182;107;2;5.674569796;0;0.154372784;0.81938324;0;0.099327594;5;-0.076745855;-1.460640071;-0.028546755;0.097360267;0.385280401;-1.290268212
183;107;3;8.204671004;0;-0.140734691;0.92665904;0;-0.571850058;5;-0.076745855;0.739947511;-0.042870457;0.097360267;-0.370660032;-1.290268212
184;107;4;11.67028007;0;1.195475835;1.771542401;0;-0.974009583;5;-0.076745855;1.909103569;1.368602284;0.097360267;0.644376549;-1.290268212
185;107;5;7.018429008;0;-0.837613698;1.431360758;0;-0.179906231;5;-0.076745855;-1.443893161;-0.225770986;0.097360267;-0.220486562;-1.290268212
186;107;6;10.20646813;0;-1.605711155;1.817547125;0;1.014943173;5;-0.076745855;0.701784335;1.516470604;0.097360267;0.331781964;-1.290268212
187;107;7;5.116193713;0;1.275605099;0.912761315;0;-1.992748489;5;-0.076745855;-0.262197489;-1.548752804;0.097360267;1.096839013;-1.290268212
188;107;8;9.158454825;0;2.97790339;1.25376781;0;-0.427279287;5;-0.076745855;-1.572144159;0.58461375;0.097360267;0.435181491;-1.290268212
189;107;9;6.5140029;0;0.412518961;0.714554173;0;0.116637284;5;-0.076745855;-1.514667654;0.123854244;0.097360267;-0.325931586;-1.290268212
190;107;10;-0.290694609;0;1.073439886;-0.777133024;0;-0.89320757;5;-0.076745855;-1.601536174;0.215941569;0.097360267;1.148807618;-1.290268212
191;107;11;3.700111885;0;0.415093743;-0.065435927;0;0.333902942;5;-0.076745855;-0.530906522;0.379639483;0.097360267;0.993503856;-1.290268212
192;107;12;3.32108656;0;1.809362435;-0.534906282;0;0.411429921;5;-0.076745855;-1.461755585;-0.502323453;0.097360267;0.54839696;-1.290268212
193;107;13;6.92796195;0;1.06206347;0.20941095;0;-0.033036159;5;-0.076745855;0.687916773;-0.333207384;0.097360267;0.238731735;-1.290268212
194;107;14;6.478851172;0;0.849315854;0.120357316;0;-2.465898194;5;-0.076745855;2.100108941;-1.018575383;0.097360267;-0.627906076;-1.290268212
195;107;15;1.334571747;0;-1.955126373;-0.352675737;0;2.571458146;5;-0.076745855;-1.287030476;-1.071791226;0.097360267;1.360652449;-1.290268212
196;107;16;8.43945325;0;2.112569705;0.005714106;0;-0.205299257;5;-0.076745855;0.787738847;0.303528641;0.097360267;-0.600259587;-1.290268212
197;107;17;1.232539309;0;-0.379499112;-0.650947613;0;0.651193282;5;-0.076745855;0.769042241;0.448209779;0.097360267;2.187332993;-1.290268212
198;107;18;3.668246709;0;-1.291472491;0.467604751;0;0.273766491;5;-0.076745855;0.332202579;0.053004227;0.097360267;1.532610626;-1.290268212
199;107;19;10.05395779;0;0.86857257;1.283975188;0;1.024673235;5;-0.076745855;-1.008376608;0.922267468;0.097360267;-0.235700359;-1.290268212
200;107;20;12.68509477;0;1.592888326;1.315596804;0;0.817659446;5;-0.076745855;-0.119452607;2.050084686;0.097360267;-1.0264209;-1.290268212
201;107;21;12.74281808;0;1.895024495;1.848639954;1.749164757;-0.209793171;5;-0.076745855;-0.280395335;-0.491031166;0.097360267;-0.710406564;-1.290268212
202;107;22;-1.140376562;0;-1.256829401;-1.73056281;4.209775178;0.378167772;5;-0.076745855;0.562989533;-2.309168876;0.097360267;0.256883709;-1.290268212
203;107;23;9.310830435;0;0.541999878;1.582402114;2.574769771;-0.945408831;5;-0.076745855;-0.372438756;1.005738524;0.097360267;-0.246691878;-1.290268212
204;107;24;15.84323644;0;2.115394698;2.197105337;4.466666287;0.856923011;5;-0.076745855;0.976973387;-0.709200763;0.097360267;-0.347542599;-1.290268212
205;107;25;8.872797768;0;2.230961229;0.464447702;6.581967447;-0.461038339;5;-0.076745855;-0.374580858;-0.688008616;0.097360267;-0.951618567;-1.290268212
206;107;26;14.98018719;0;2.189097341;1.413467715;5.615555838;2.416773354;5;-0.076745855;1.052711466;1.02557137;0.097360267;-0.045027725;-1.290268212
207;107;27;6.902137887;0;2.588383445;0.368571496;6.610835016;-1.651048896;5;-0.076745855;-1.049177007;-0.284773007;0.097360267;-0.784904469;-1.290268212
208;107;28;9.355259109;0;1.20026061;0.974214594;8.647275143;-0.463987243;5;-0.076745855;-1.260155245;-1.220717712;0.097360267;-1.667941937;-1.290268212
209;107;29;14.9875075;0;0.32428154;1.721768689;8.047654201;0.825379863;5;-0.076745855;3.241039935;0.18130348;0.097360267;-0.38022652;-1.290268212
210;107;30;2.819063187;0;0.852366081;-0.616852462;9.826863497;0.510132547;5;-0.076745855;-0.416857588;-0.138891362;0.097360267;0.918996609;-1.290268212
211;108;1;12.68902855;0;2.857416689;1.243872766;0;-0.589481039;5;0.208723428;1.131337213;0.253318514;1.359379445;0.005764186;0.877484182
212;108;2;14.25301796;0;4.211668382;2.330258458;0;-0.996780742;5;0.208723428;-1.460640071;-0.028546755;1.359379445;0.385280401;0.877484182
213;108;3;10.04804992;0;-0.700911815;1.679780208;0;0.144475705;5;0.208723428;0.739947511;-0.042870457;1.359379445;-0.370660032;0.877484182
214;108;4;25.32481542;0;3.548636339;4.082259818;0;-0.014307413;5;0.208723428;1.909103569;1.368602284;1.359379445;0.644376549;0.877484182
215;108;5;10.67704856;0;1.852255149;2.450208763;0;-1.790281237;5;0.208723428;-1.443893161;-0.225770986;1.359379445;-0.220486562;0.877484182
216;108;6;23.34291178;0;3.142976591;3.967427988;0;0.034551067;5;0.208723428;0.701784335;1.516470604;1.359379445;0.331781964;0.877484182
217;108;7;2.702334488;0;-0.683026711;-0.20283707;0;0.190230316;5;0.208723428;-0.262197489;-1.548752804;1.359379445;1.096839013;0.877484182
218;108;8;15.80053989;0;3.143954004;2.556234478;0;0.174726397;5;0.208723428;-1.572144159;0.58461375;1.359379445;0.435181491;0.877484182
219;108;9;6.344572323;0;0.670793381;1.050791702;0;-1.055017043;5;0.208723428;-1.514667654;0.123854244;1.359379445;-0.325931586;0.877484182
220;108;10;16.07804348;0;3.057068224;2.545349227;0;0.476133278;5;0.208723428;-1.601536174;0.215941569;1.359379445;1.148807618;0.877484182
221;108;11;21.48960686;0;3.503982461;3.513793111;0;1.378570137;5;0.208723428;-0.530906522;0.379639483;1.359379445;0.993503856;0.877484182
222;108;12;11.99364916;0;2.753872034;1.746070467;0;0.456236403;5;0.208723428;-1.461755585;-0.502323453;1.359379445;0.54839696;0.877484182
223;108;13;9.080725151;0;-0.144002776;1.569049381;0;-1.13558847;5;0.208723428;0.687916773;-0.333207384;1.359379445;0.238731735;0.877484182
224;108;14;6.378142412;0;1.261533346;0.059676752;0;-0.43564547;5;0.208723428;2.100108941;-1.018575383;1.359379445;-0.627906076;0.877484182
225;108;15;10.43853569;0;0.742939874;1.896939736;0;0.34610362;5;0.208723428;-1.287030476;-1.071791226;1.359379445;1.360652449;0.877484182
226;108;16;6.122331197;0;0.138959848;0.249354134;0;-0.647045631;5;0.208723428;0.787738847;0.303528641;1.359379445;-0.600259587;0.877484182
227;108;17;20.32811411;0;4.796740897;3.060872207;0;-2.157646335;5;0.208723428;0.769042241;0.448209779;1.359379445;2.187332993;0.877484182
228;108;18;24.4943267;0;3.810326812;4.280642875;0;0.88425082;5;0.208723428;0.332202579;0.053004227;1.359379445;1.532610626;0.877484182
229;108;19;15.04074951;0;2.011718467;2.870424578;0;-0.829477612;5;0.208723428;-1.008376608;0.922267468;1.359379445;-0.235700359;0.877484182
230;108;20;15.30892123;0;3.517759999;1.796425266;0;-0.573560271;5;0.208723428;-0.119452607;2.050084686;1.359379445;-1.0264209;0.877484182
231;108;21;3.04905429;0;-0.246903365;-0.615134283;0.446834925;1.503900609;5;0.208723428;-0.280395335;-0.491031166;1.359379445;-0.710406564;0.877484182
232;108;22;-2.58775179;0;-0.561699621;-1.369998296;1.032162976;-0.77414493;5;0.208723428;0.562989533;-2.309168876;1.359379445;0.256883709;0.877484182
233;108;23;17.77680999;0;2.230610363;2.904490453;3.420695959;0.84573154;5;0.208723428;-0.372438756;1.005738524;1.359379445;-0.246691878;0.877484182
234;108;24;7.316762822;0;0.379771975;1.093670994;3.861186107;-1.260682879;5;0.208723428;0.976973387;-0.709200763;1.359379445;-0.347542599;0.877484182
235;108;25;2.794303403;0;0.998260342;-0.304420698;7.169525792;-0.354542403;5;0.208723428;-0.374580858;-0.688008616;1.359379445;-0.951618567;0.877484182
236;108;26;17.90044923;0;4.018994115;2.112982239;3.156982105;-0.073556019;5;0.208723428;1.052711466;1.02557137;1.359379445;-0.045027725;0.877484182
237;108;27;7.409426808;0;0.298097561;1.732096693;7.64528193;-1.168651424;5;0.208723428;-1.049177007;-0.284773007;1.359379445;-0.784904469;0.877484182
238;108;28;-3.660889083;0;-0.757113074;-1.031528232;7.178678293;-0.634748265;5;0.208723428;-1.260155245;-1.220717712;1.359379445;-1.667941937;0.877484182
239;108;29;15.65884431;0;3.102651229;1.4074846;8.71377083;-0.028841553;5;0.208723428;3.241039935;0.18130348;1.359379445;-0.38022652;0.877484182
240;108;30;15.06088673;0;1.73399971;2.415575428;8.911199016;0.670695969;5;0.208723428;-0.416857588;-0.138891362;1.359379445;0.918996609;0.877484182
241;109;1;7.981374402;0;-1.126092417;1.295618124;0;-1.650546543;5;0.686798311;1.131337213;0.253318514;0.178176117;0.005764186;1.368477267
242;109;2;9.655178964;0;2.250911104;1.001900913;0;-0.349754239;5;0.686798311;-1.460640071;-0.028546755;0.178176117;0.385280401;1.368477267
243;109;3;8.646348362;0;0.139373553;0.612900289;0;0.756406439;5;0.686798311;0.739947511;-0.042870457;0.178176117;-0.370660032;1.368477267
244;109;4;13.75218592;0;1.454203097;1.371741068;0;-0.53880916;5;0.686798311;1.909103569;1.368602284;0.178176117;0.644376549;1.368477267
245;109;5;11.37347403;0;2.52493685;1.573432653;0;0.227291922;5;0.686798311;-1.443893161;-0.225770986;0.178176117;-0.220486562;1.368477267
246;109;6;22.8925403;0;4.658841954;3.54288407;0;0.49222857;5;0.686798311;0.701784335;1.516470604;0.178176117;0.331781964;1.368477267
247;109;7;14.15532628;0;0.846426604;2.130471781;0;0.267835015;5;0.686798311;-0.262197489;-1.548752804;0.178176117;1.096839013;1.368477267
